participantID,initial_prompt_date,answer_status,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled
pretendedconstrainfraying,2021-07-17,Completed,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-07-18,Completed,1.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-07-19,Completed,1.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-07-20,Completed,1.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-07-21,Completed,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-07-22,Completed,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-07-23,Completed,1.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-07-23,Completed,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-07-24,Completed,1.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-07-25,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
pretendedconstrainfraying,2021-07-26,Completed,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-07-27,Completed,2.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-07-28,Completed,2.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-07-28,Completed,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-07-29,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
pretendedconstrainfraying,2021-07-30,Completed,1.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-07-31,Completed,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-01,Completed,1.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-02,Completed,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-03,Completed,1.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-04,Completed,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-05,Completed,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-06,Completed,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-07,Completed,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-08,Completed,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-09,Completed,2.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-10,Completed,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-11,Completed,1.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-12,Completed,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-13,Completed,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-14,Completed,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-15,Completed,1.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-16,Completed,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-17,Completed,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-18,Completed,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-19,Completed,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-20,Completed,3.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-08-21,Completed,1.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-22,Completed,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-23,Completed,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-24,Completed,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-25,Completed,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-26,Completed,1.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-27,Completed,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-28,Completed,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-08-29,Completed,1.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-30,Completed,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-08-31,Completed,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-01,Completed,1.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-09-02,Completed,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-03,Completed,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-04,Completed,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-09-05,Completed,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-09-06,Completed,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-09-07,Completed,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-09-08,Completed,1.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-09,Completed,1.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-10,Completed,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-11,Completed,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-09-12,Completed,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-09-13,Completed,1.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-09-14,Completed,1.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-09-15,Completed,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-09-16,Completed,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-09-17,Completed,1.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-09-18,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
pretendedconstrainfraying,2021-09-19,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
pretendedconstrainfraying,2021-09-20,Completed,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-09-21,Completed,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-22,Completed,1.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-09-22,Completed,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-23,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
pretendedconstrainfraying,2021-09-24,Completed,1.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-25,Completed,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-26,Completed,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-09-27,Completed,1.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-09-28,Completed,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0
pretendedconstrainfraying,2021-09-29,Completed,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-09-30,Completed,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-10-01,Completed,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-10-02,Completed,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-10-03,Completed,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-10-04,Completed,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,-1.0,0.0
pretendedconstrainfraying,2021-10-05,Completed,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0
pretendedconstrainfraying,2021-10-06,Completed,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0
